Niche,Typical_Deal_USD,LTV_USD,Gross_Margin_pct,Payment,Sales_Cycle_days,Primary_Channels,Delivery_Difficulty,Gross_Profit_USD,Rec_CAC_Ceiling_USD,StressA_GP_minus_2xCAC,StressB_GP_minus_1_43xCAC,StressC_Cashflow_Risk,StressD_GP_at_-20%,Cushion_0to4,Serviceability_1easy_5hard,Marketability,Econ_score,Cushion_score,Serviceability_score,Marketability_score,Composite_10pt
DAS & Small Cell Network Installers,60000,180000,71,Retainer,60,LinkedIn/Cold Email,3,42600.0,4500.0,33600.0,36165.0,LOW,34080.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Hospice & Palliative Care Organizations,48000,144000,76,Retainer,50,LinkedIn/Google Ads/Cold Email,3,36480.0,4500.0,27480.0,30045.0,LOW,29184.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Ambulatory Surgery Centers,66000,198000,76,Retainer,60,LinkedIn/Google Ads/Cold Email,3,50160.0,4500.0,41160.0,43725.0,LOW,40128.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Radiology & Imaging Centers,60000,180000,76,Retainer,55,LinkedIn/Google Ads/Cold Email,3,45600.0,4500.0,36600.0,39165.0,LOW,36480.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Home Infusion Therapy Companies,54000,162000,74,Retainer,55,LinkedIn/Cold Email,3,39960.0,4500.0,30960.0,33525.0,LOW,31968.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Lab Testing & Diagnostics Companies,60000,180000,74,Retainer,60,LinkedIn/Cold Email/Trade Shows,3,44400.0,4500.0,35400.0,37965.0,LOW,35520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Teleradiology Companies,60000,180000,75,Retainer,55,LinkedIn/Cold Email,3,45000.0,4500.0,36000.0,38565.0,LOW,36000.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Healthcare Consulting Firms,72000,216000,77,Retainer,65,LinkedIn/Cold Email,3,55440.0,4500.0,46440.0,49005.0,LOW,44352.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Micro-Distillery Equipment Leasing Companies,42000,126000,71,Retainer,50,LinkedIn/Cold Email,3,29820.0,4500.0,20820.0,23385.0,LOW,23856.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Biomass & Spent Grain Upcycling Companies,42000,126000,72,Retainer,50,LinkedIn/Cold Email/Instagram,3,30240.0,4500.0,21240.0,23805.0,LOW,24192.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Beverage Industry Recruiters,48000,144000,72,Retainer,45,LinkedIn/Cold Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Outdoor Advertising Companies,54000,162000,70,Retainer,50,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Digital Billboard Operators,54000,162000,70,Retainer,50,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Transit Advertising Companies,48000,144000,70,Retainer,50,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Trade Marketing Agencies,54000,162000,73,Retainer,50,LinkedIn/Cold Email,3,39420.0,4500.0,30420.0,32985.0,LOW,31536.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Reproductive Endocrinology Clinics,60000,180000,77,Retainer,50,Google Ads/Instagram/LinkedIn,3,46200.0,4500.0,37200.0,39765.0,LOW,36960.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Industrial Hygiene Consulting Firms,48000,144000,74,Retainer,50,LinkedIn/Cold Email,3,35520.0,4500.0,26520.0,29085.0,LOW,28416.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Environmental Health & Safety (EHS) Software Companies,66000,198000,75,Retainer,60,LinkedIn/Cold Email,3,49500.0,4500.0,40500.0,43065.0,LOW,39600.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Risk Management Consulting Firms,66000,198000,75,Retainer,60,LinkedIn/Cold Email,3,49500.0,4500.0,40500.0,43065.0,LOW,39600.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Workers Compensation Consulting Firms,48000,144000,74,Retainer,50,LinkedIn/Cold Email,3,35520.0,4500.0,26520.0,29085.0,LOW,28416.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Ergonomics Consulting Firms,42000,126000,74,Retainer,45,LinkedIn/Cold Email,3,31080.0,4500.0,22080.0,24645.0,LOW,24864.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Emergency Response Planning Companies,48000,144000,74,Retainer,50,LinkedIn/Cold Email,3,35520.0,4500.0,26520.0,29085.0,LOW,28416.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Business Continuity Planning Consultants,54000,162000,75,Retainer,55,LinkedIn/Cold Email,3,40500.0,4500.0,31500.0,34065.0,LOW,32400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
401k & Retirement Plan Administrators,48000,144000,73,Retainer,50,LinkedIn/Cold Email,3,35040.0,4500.0,26040.0,28605.0,LOW,28032.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Employee Benefits Brokerages,54000,162000,72,Retainer,50,LinkedIn/Cold Email,3,38880.0,4500.0,29880.0,32445.0,LOW,31104.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Executive Compensation Consultants,60000,180000,76,Retainer,60,LinkedIn/Cold Email,3,45600.0,4500.0,36600.0,39165.0,LOW,36480.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Commercial Solar Farm Developers,72000,216000,73,Retainer,65,LinkedIn/Cold Email,3,52560.0,4500.0,43560.0,46125.0,LOW,42048.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Energy Storage System Integrators,72000,216000,73,Retainer,65,LinkedIn/Cold Email,3,52560.0,4500.0,43560.0,46125.0,LOW,42048.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Microgrid Design & Installation Companies,66000,198000,73,Retainer,65,LinkedIn/Cold Email,3,48180.0,4500.0,39180.0,41745.0,LOW,38544.0,4,3,3,10.0,10.0,6.0,6.0,8.4
EV Fleet Electrification Companies,66000,198000,73,Retainer,60,LinkedIn/Cold Email,3,48180.0,4500.0,39180.0,41745.0,LOW,38544.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Voluntary Carbon Market Platforms,60000,180000,74,Retainer,60,LinkedIn/Cold Email,3,44400.0,4500.0,35400.0,37965.0,LOW,35520.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Sustainable Construction Consultants,54000,162000,74,Retainer,55,LinkedIn/Cold Email,3,39960.0,4500.0,30960.0,33525.0,LOW,31968.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Disaster Recovery & Business Continuity Firms,54000,162000,75,Retainer,55,LinkedIn/Cold Email,3,40500.0,4500.0,31500.0,34065.0,LOW,32400.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Code Compliance Consulting Firms,48000,144000,73,Retainer,50,LinkedIn/Cold Email,3,35040.0,4500.0,26040.0,28605.0,LOW,28032.0,4,3,3,10.0,10.0,6.0,6.0,8.4
Craft Spirits Trade Associations,42000,126000,74,Retainer,50,LinkedIn/Cold Email,3,31080.0,4500.0,22080.0,24645.0,LOW,24864.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Dental Service Organizations (DSOs),84000,252000,77,Retainer,70,LinkedIn/Cold Email,4,64680.0,4500.0,55680.0,58245.0,LOW,51744.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Aquaculture & Fish Farming Operations,42000,126000,70,Retainer,50,LinkedIn/Cold Email/Trade Shows,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Livestock Feed Manufacturers,48000,144000,70,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Grain Storage & Elevator Operators,42000,126000,69,Retainer,55,LinkedIn/Cold Email,3,28980.0,4500.0,19980.0,22545.0,LOW,23184.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Seed & Biotech Companies,84000,252000,74,Retainer,75,LinkedIn/Cold Email,4,62160.0,4500.0,53160.0,55725.0,LOW,49728.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Agricultural Consulting Firms,42000,126000,73,Retainer,50,LinkedIn/Cold Email,3,30660.0,4500.0,21660.0,24225.0,LOW,24528.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Brownfield Redevelopment Consultants,60000,180000,73,Retainer,65,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Wetlands Mitigation Banking Companies,54000,162000,73,Retainer,60,LinkedIn/Cold Email,3,39420.0,4500.0,30420.0,32985.0,LOW,31536.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Industrial Tank Cleaning Companies,48000,144000,70,Retainer,50,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Biogas & Anaerobic Digestion Plant Operators,60000,180000,72,Retainer,65,LinkedIn/Cold Email,3,43200.0,4500.0,34200.0,36765.0,LOW,34560.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Hazmat Transportation Companies,54000,162000,70,Retainer,55,LinkedIn/Cold Email,3,37800.0,4500.0,28800.0,31365.0,LOW,30240.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Flatbed & Oversize Load Carriers,48000,144000,69,Retainer,50,LinkedIn/Cold Email,3,33120.0,4500.0,24120.0,26685.0,LOW,26496.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Industrial IoT Integration Companies,72000,216000,74,Retainer,65,LinkedIn/Cold Email/Trade Shows,4,53280.0,4500.0,44280.0,46845.0,LOW,42624.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Robotics & Automation Integrators,84000,252000,74,Retainer,70,LinkedIn/Cold Email/Trade Shows,4,62160.0,4500.0,53160.0,55725.0,LOW,49728.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Data Center Construction & Colocation Companies,90000,270000,73,Retainer,75,LinkedIn/Cold Email,4,65700.0,4500.0,56700.0,59265.0,LOW,52560.0,4,4,3,10.0,10.0,4.0,6.0,8.0
ERP Implementation Consultants,84000,252000,75,Retainer,70,LinkedIn/Cold Email,4,63000.0,4500.0,54000.0,56565.0,LOW,50400.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Healthcare IT Consulting Firms,84000,252000,76,Retainer,70,LinkedIn/Cold Email,4,63840.0,4500.0,54840.0,57405.0,LOW,51072.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Fintech Software Development Companies,84000,252000,76,Retainer,65,LinkedIn/Cold Email,4,63840.0,4500.0,54840.0,57405.0,LOW,51072.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Electronics Contract Manufacturers,72000,216000,71,Retainer,70,LinkedIn/Cold Email/Trade Shows,4,51120.0,4500.0,42120.0,44685.0,LOW,40896.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Executive Protection Firms,60000,180000,73,Retainer,55,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Armored Vehicle Transport Companies,54000,162000,71,Retainer,60,LinkedIn/Cold Email,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Correctional Facility Support Services,54000,162000,71,Retainer,60,LinkedIn/Cold Email,3,38340.0,4500.0,29340.0,31905.0,LOW,30672.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Satellite Communication Companies,72000,216000,72,Retainer,70,LinkedIn/Cold Email,4,51840.0,4500.0,42840.0,45405.0,LOW,41472.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Cell Tower Companies,66000,198000,71,Retainer,65,LinkedIn/Cold Email,4,46860.0,4500.0,37860.0,40425.0,LOW,37488.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Dialysis Center Operators,60000,180000,75,Retainer,60,LinkedIn/Cold Email,4,45000.0,4500.0,36000.0,38565.0,LOW,36000.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Spirits Sensory Science Consultants,42000,126000,76,Retainer,45,LinkedIn/Cold Email,3,31920.0,4500.0,22920.0,25485.0,LOW,25536.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Fermentation Science Labs,48000,144000,74,Retainer,55,LinkedIn/Cold Email,3,35520.0,4500.0,26520.0,29085.0,LOW,28416.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Bioscience & Enzyme Suppliers for Fermentation,42000,126000,71,Retainer,55,LinkedIn/Cold Email/Trade Shows,3,29820.0,4500.0,20820.0,23385.0,LOW,23856.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Distillery Waste Management Specialists,36000,108000,70,Retainer,45,LinkedIn/Cold Email,3,25200.0,4500.0,16200.0,18765.0,LOW,20160.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Organic Grain Suppliers for Distilleries,42000,126000,70,Retainer,50,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Yeast & Culture Suppliers,36000,108000,70,Retainer,50,LinkedIn/Cold Email/Trade Shows,3,25200.0,4500.0,16200.0,18765.0,LOW,20160.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Water Treatment Systems for Distilleries,42000,126000,70,Retainer,55,LinkedIn/Cold Email,3,29400.0,4500.0,20400.0,22965.0,LOW,23520.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Specialty Cask Brokers,48000,144000,72,Retainer,50,LinkedIn/Cold Email,3,34560.0,4500.0,25560.0,28125.0,LOW,27648.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Spirits Logistics & Bond Warehouses,48000,144000,70,Retainer,50,LinkedIn/Cold Email,3,33600.0,4500.0,24600.0,27165.0,LOW,26880.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Alcohol Excise Tax Consultants,42000,126000,76,Retainer,45,LinkedIn/Cold Email,3,31920.0,4500.0,22920.0,25485.0,LOW,25536.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Nuclear Medicine Imaging Centers,60000,180000,75,Retainer,60,LinkedIn/Cold Email,3,45000.0,4500.0,36000.0,38565.0,LOW,36000.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Forensic Accounting Firms,54000,162000,78,Retainer,55,LinkedIn/Cold Email/Referral,3,42120.0,4500.0,33120.0,35685.0,LOW,33696.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Family Office Advisory Firms,84000,252000,79,Retainer,80,LinkedIn/Referral/Events,3,66360.0,4500.0,57360.0,59925.0,LOW,53088.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Wind Energy Project Developers,84000,252000,73,Retainer,75,LinkedIn/Cold Email,3,61320.0,4500.0,52320.0,54885.0,LOW,49056.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Hydrogen Fuel Cell Technology Companies,78000,234000,73,Retainer,80,LinkedIn/Cold Email,4,56940.0,4500.0,47940.0,50505.0,LOW,45552.0,4,4,3,10.0,10.0,4.0,6.0,8.0
Wildfire Risk Assessment Firms,48000,144000,73,Retainer,50,LinkedIn/Cold Email,3,35040.0,4500.0,26040.0,28605.0,LOW,28032.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Seismic Engineering Firms,60000,180000,73,Retainer,60,LinkedIn/Cold Email,3,43800.0,4500.0,34800.0,37365.0,LOW,35040.0,4,3,2,10.0,10.0,6.0,4.0,8.0
Spirits Industry Investment Firms,84000,252000,78,Retainer,75,LinkedIn/Cold Email,4,65520.0,4500.0,56520.0,59085.0,LOW,52416.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Beverage Alcohol ERP Providers,84000,252000,76,Retainer,70,LinkedIn/Cold Email,4,63840.0,4500.0,54840.0,57405.0,LOW,51072.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Meat Processing & Packing Plants,54000,162000,68,Retainer,60,LinkedIn/Cold Email/Trade Shows,4,36720.0,4500.0,27720.0,30285.0,LOW,29376.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Dairy Cooperatives & Processors,54000,162000,68,Retainer,60,LinkedIn/Cold Email,4,36720.0,4500.0,27720.0,30285.0,LOW,29376.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Structural Steel Fabricators & Erectors,66000,198000,70,Retainer,65,LinkedIn/Cold Email/Trade Shows,4,46200.0,4500.0,37200.0,39765.0,LOW,36960.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Hazardous Waste Disposal Companies,60000,180000,71,Retainer,60,LinkedIn/Cold Email,4,42600.0,4500.0,33600.0,36165.0,LOW,34080.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Industrial Wastewater Treatment Companies,66000,198000,71,Retainer,65,LinkedIn/Cold Email,4,46860.0,4500.0,37860.0,40425.0,LOW,37488.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Marine Freight & Port Logistics,66000,198000,70,Retainer,65,LinkedIn/Cold Email/Trade Shows,4,46200.0,4500.0,37200.0,39765.0,LOW,36960.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Air Cargo & Charter Services,72000,216000,71,Retainer,60,LinkedIn/Cold Email,4,51120.0,4500.0,42120.0,44685.0,LOW,40896.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Rail Logistics & Intermodal Companies,66000,198000,70,Retainer,65,LinkedIn/Cold Email,4,46200.0,4500.0,37200.0,39765.0,LOW,36960.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Aviation Maintenance & Repair Organizations,72000,216000,72,Retainer,70,LinkedIn/Cold Email/Trade Shows,4,51840.0,4500.0,42840.0,45405.0,LOW,41472.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Intermodal Container Leasing Companies,60000,180000,70,Retainer,65,LinkedIn/Cold Email,4,42000.0,4500.0,33000.0,35565.0,LOW,33600.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Cybersecurity for Critical Infrastructure,84000,252000,76,Retainer,75,LinkedIn/Cold Email,4,63840.0,4500.0,54840.0,57405.0,LOW,51072.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Defense Subcontractors (Non-Weapons),72000,216000,72,Retainer,80,LinkedIn/Cold Email,4,51840.0,4500.0,42840.0,45405.0,LOW,41472.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Border Security Technology Companies,72000,216000,72,Retainer,75,LinkedIn/Cold Email,4,51840.0,4500.0,42840.0,45405.0,LOW,41472.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Anti-Drone Technology Firms,72000,216000,73,Retainer,70,LinkedIn/Cold Email,4,52560.0,4500.0,43560.0,46125.0,LOW,42048.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Mergers & Acquisitions Advisory Firms,90000,270000,80,Retainer,90,LinkedIn/Cold Email,4,72000.0,4500.0,63000.0,65565.0,LOW,57600.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Crane & Heavy Lift Companies,60000,180000,70,Retainer,60,LinkedIn/Cold Email/Trade Shows,4,42000.0,4500.0,33000.0,35565.0,LOW,33600.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Surgical Robotics Training Centers,72000,216000,75,Retainer,65,LinkedIn/Cold Email,4,54000.0,4500.0,45000.0,47565.0,LOW,43200.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Private Equity Fund Administrators,84000,252000,78,Retainer,80,LinkedIn/Cold Email/Referral,4,65520.0,4500.0,56520.0,59085.0,LOW,52416.0,4,4,2,10.0,10.0,4.0,4.0,7.6
Nuclear Waste Management Firms,84000,252000,72,Retainer,90,LinkedIn/Cold Email,4,60480.0,4500.0,51480.0,54045.0,LOW,48384.0,4,4,1,10.0,10.0,4.0,2.0,7.2
Pharmaceutical Contract Manufacturers,90000,270000,72,Retainer,80,LinkedIn/Cold Email/Trade Shows,5,64800.0,4500.0,55800.0,58365.0,LOW,51840.0,4,5,2,10.0,10.0,2.0,4.0,7.2
Medical Device Contract Manufacturers,84000,252000,72,Retainer,75,LinkedIn/Cold Email/Trade Shows,5,60480.0,4500.0,51480.0,54045.0,LOW,48384.0,4,5,2,10.0,10.0,2.0,4.0,7.2
